seq_name	label
AF127979	1
EF589392	1
AAD28579	1
EF589540	1
L6HULT	1
X64132	1
TEW	1
ABU90729	1
JF740063	1
AF490937	1
1EK3_A_2	1
EU599352	1
AF124186	1
AF124181	1
AAC97092	1
AF490940	1
AND	1
ABU90578	1
KY471432	1
ABU90715	1
AF490910	1
EF589512	1
HQ172110	1
ABU90561	1
Cox	1
HQ172140	1
X72813	1
L1HUEP	1
ALX	1
EF589418	1
MCM(LCDD)	1
EF589474	1
AL700	1
ABU90612	1
AF462666	1
L6HUAR	1
JF740074	1
A42193_2	1
KX290463	1
AAD09374	1
ABU90587	1
TRO2(AFS)	1
K11	1
AAD09376	1
AF320844	1
AF490908	1
EF589529	1
JF740067	1
EF589506	1
AF490953	1
AAC97098	1
AF462654	1
EF589495	1
ABU90606	1
ABU90652	1
AAC97093	1
AAD29299	1
AAD29291	1
AF320837	1
JONE	1
REC	1
AF462673	1
EF589402	1
MH996895	1
AF026924	1
ABU90684	1
ABU90551	1
AAD29297	1
ES305	1
HQ172139	1
ABU90732	1
AAC97079	1
AAC97090	1
EF589560	1
EF589438	1
AAC97080	1
EU599348	1
HOWE	1
EF589400	1
AF462682	1
EF589403	1
AF054658	1
AF462644	1
ABU90607	1
AF462651	1
AF124164	1
MC	1
Emm	1
AF026922	1
EF589567	1
AAC97087	1
1LVE=LEN	1
EF589462	1
MH986051	1
HQ172126	1
JF740072	1
ABU90701	1
EF589562	1
ABU90558	1
WILD	1
EF589397	1
EF589502	1
EPS	1
EF589469	1
BLU	1
M30446(humlv114)	1
AAD09369	1
AF054649	1
ABU90622	1
HQ172137	1
DRU(MCN)	1
CRO	1
EU599346	1
DEL2(AFS)	1
AAC97081	1
EF589408	1
AF115354	1
AAC97091	1
EF589395	1
MH986049	1
AF462661	1
ABU90596	1
EF589541	1
EF589399	1
ABU90642	1
EU599326	1
AF462683	1
EF589460	1
EF589554	1
EF589407	1
AF124175	1
EF589483	1
EU599354	1
EF589551	1
AF462652	1
EF589520	1
EF589496	1
AAC97099	1
EU599322	1
AAD33349	1
EF589411	1
EF589386	1
AY701647	1
AAD29301	1
ABU90723	1
SMA2(MCN)	1
AF462674	1
EF589473	1
EF589385	1
EF589552	1
U31344	1
Nig77	1
EF589475	1
EF589455	1
KU681087	1
EF589511	1
AF128428	1
AAD29303	1
AF462656	1
EF589424	1
AF113887	1
AAC97095	1
ABU90651	1
EF589487	1
CLE(MCN)	1
EU599360	1
ABU90565	1
P01721	1
AF124179	1
EU599329	1
X93638	1
MALF	1
ABU90681	1
05_121	1
HQ172148	1
AF462649	1
AF127978	1
AF462671	1
AF124183	1
JF740076	1
EF589478	1
ABU90609	1
HQ172150	1
2CD0_A_1	1
28295502_AL_ex11	1
NIE	1
Pfu	1
HQ172124	1
Navivumab	0
Ladiratuzumab	0
Vedolizumab	0
Torudokimab	0
Ginisortamab	0
Nivatrotamab_2	0
Livmoniplimab	0
Lodapolimab	0
Nipocalimab	0
Rivabazumab	0
Ormutivimab	0
Ramucirumab	0
Inclacumab	0
Beludavimab	0
Golocdacimab	0
Blinatumomab_2	0
Adintrevimab	0
Lirentelimab	0
Ordesekimab	0
Dusigitumab	0
Iratumumab	0
Etaracizumab	0
Remtolumab_2	0
Mitazalimab	0
Canakinumab	0
Ivuxolimab	0
Bapineuzumab	0
Daxdilimab	0
Datopotamab	0
Pimurutamab	0
Satralizumab	0
Daratumumab	0
Pacmilimab	0
Batoclimab	0
Samrotamab	0
Sugemalimab	0
Elotuzumab	0
Astegolimab	0
Otelixizumab	0
Setrusumab	0
Cadonilimab_2	0
Lemzoparlimab	0
Gatipotuzumab	0
Basiliximab	0
Inebilizumab	0
Codrituzumab	0
Actoxumab	0
Vorsetuzumab	0
Prezalumab	0
Ozanezumab	0
Placulumab	0
Barecetamab	0
Vulinacimab	0
Pivekimab	0
Eldelumab	0
Mosunetuzumab_1	0
Favezelimab	0
Loncastuximab	0
Suvizumab	0
Garivulimab	0
Ontuxizumab	0
Siltuximab	0
Frunevetmab	0
Ensomafusp	0
Necitumumab	0
Ragifilimab	0
Lacutamab	0
Gevokizumab	0
Otlertuzumab	0
Emapalumab	0
Zalutumumab	0
Cilgavimab	0
Pepinemab	0
Urabrelimab	0
Domvanalimab	0
Evinacumab	0
Indusatumab	0
Denosumab	0
Opucolimab	0
Bafisontamab_2	0
Frexalimab	0
Imsidolimab	0
Ravagalimab	0
Glembatumumab	0
Gancotamab	0
Miromavimab	0
Vadastuximab	0
Ebronucimab	0
Oleclumab	0
Peresolimab	0
Omalizumab	0
Fazpilodemab_1	0
Gresonitamab_1	0
Dostarlimab	0
Margetuximab	0
Cosfroviximab	0
Nimacimab	0
Vesencumab	0
Tilavonemab	0
Moxetumomab	0
Foravirumab	0
Tebentafusp	0
Socazolimab	0
Ianalumab	0
Burfiralimab	0
Solanezumab	0
Zelminemab	0
Volagidemab	0
Sotigalimab	0
Vantictumab	0
Brazikumab	0
Bifikafusp	0
Romilkimab_1	0
Praluzatamab	0
Natalizumab	0
Gosuranemab	0
Vobramitamab	0
Gremubamab_1	0
Enibarcimab	0
Izuralimab_2	0
Encelimab	0
Farletuzumab	0
Golimumab	0
Istiratumab_2	0
Elezanumab	0
Tagitanlimab	0
Gatralimab	0
Motavizumab	0
Simtuzumab	0
Etokimab	0
Pertuzumab	0
Toripalimab	0
Tomaralimab	0
Girentuximab	0
Galegenimab	0
Plutavimab	0
Avelumab	0
Mupadolimab	0
Mecbotamab	0
Xeligekimab	0
Flotetuzumab_1	0
Lilotomab	0
Lifastuzumab	0
Eblasakimab	0
Acrixolimab	0
Ociperlimab	0
Cusatuzumab	0
Pulocimab	0
Cinpanemab	0
Vepsitamab_1	0
Obinutuzumab	0
Futuximab	0
Tirnovetmab	0
Timolumab	0
Atidortoxumab	0
Pasotuxizumab_1	0
Lesofavumab	0
Dectrekumab	0
Rilotumumab	0
Tixagevimab	0
Teprotumumab	0
Zansecimab	0
Petosemtamab_1	0
Ponezumab	0
Lodelcizumab	0
Tamtuvetmab	0
Lokivetmab	0
Mirikizumab	0
Obiltoxaximab	0
Spartalizumab	0
Relatlimab	0
Atibuclimab	0
Icrucumab	0
Tadocizumab	0
Cirevetmab	0
Anrukinzumab	0
Bepranemab	0
Donanemab	0
Tebotelimab_2	0
Modakafusp	0
Xentuzumab	0
Lorvotuzumab	0
Mipasetamab	0
Rozanolixizumab	0
Galcanezumab	0
Teplizumab	0
Clazakizumab	0
Depatuxizumab	0
Manelimab	0
Acasunlimab_1	0
Abciximab	0
Lesabelimab	0
Evolocumab	0
Nofazinlimab	0
Disitamab	0
Teropavimab	0
Dupilumab	0
Gantenerumab	0
Imvotamab_2	0
Betifisolimab	0
Atezolizumab	0
Tenatumomab	0
Latikafusp	0
Oxelumab	0
Vixarelimab	0
Iladatuzumab	0
Balstilimab	0
Tarlatamab_1	0
Tozorakimab	0
Indatuximab	0
Trinbelimab	0
Felzartamab	0
Enokizumab	0
Lumretuzumab	0
Rulonilimab	0
Bemarituzumab	0
Panobacumab	0
Rovalpituzumab	0
Cobolimab	0
Suptavumab	0
Nepuvibart	0
Cadonilimab_1	0
Quavonlimab	0
Rinucumab	0
Ubamatamab_1	0
Ongericimab	0
Enuzovimab	0
Eptinezumab	0
Telisotuzumab	0
Ibalizumab	0
Mogamulizumab	0
Ifinatamab	0
Lirilumab	0
Izalontamab_2	0
Dalotuzumab	0
Sotevtamab	0
Dovanvetmab	0
Cosibelimab	0
Cudarolimab	0
Varisacumab	0
Zanolimumab	0
Ulocuplumab	0
Omodenbamab	0
Mavrilimumab	0
Acapatamab_1	0
Exidavnemab	0
Tavolimab	0
Ocrelizumab	0
Recaticimab	0
Onartuzumab	0
Isatuximab	0
Abrezekimab	0
Ficlatuzumab	0
Tremelimumab	0
Coltuximab	0
Avizakimab	0
Suciraslimab	0
Nirsevimab	0
Manfidokimab	0
Camoteskimab	0
Enoblituzumab	0
Laprituximab	0
Zampilimab	0
Romosozumab	0
Tisotumab	0
Elipovimab	0
Surzebiclimab	0
Etigilimab	0
Miptenalimab	0
Bococizumab	0
Emirodatamab_1	0
Naratuximab	0
Ligufalimab	0
Galiximab	0
Epcoritamab_1	0
Gilvetmab	0
Finotonlimab	0
Berlimatoxumab	0
Certolizumab	0
Vopratelimab	0
Ontamalimab	0
Seribantumab	0
Larcaviximab	0
Lepunafusp	0
Nesvacumab	0
Axatilimab	0
Prolgolimab	0
Lebrikizumab	0
Enoticumab	0
Enavatuzumab	0
Ocaratuzumab	0
Adebrelimab	0
Vibecotamab_1	0
Depemokimab	0
Bavunalimab_2	0
Imalumab	0
Pelgifatamab	0
Zimberelimab	0
Vofatamab	0
Geptanolimab	0
Foralumab	0
Samalizumab	0
Teclistamab_1	0
Gedivumab	0
Odronextamab_1	0
Olokizumab	0
Sirtratumab	0
Grisnilimab	0
Concizumab	0
Namilumab	0
Porgaviximab	0
Racotumomab	0
Olendalizumab	0
Rocatinlimab	0
Lorigerlimab_1	0
Tosatoxumab	0
Atinumab	0
Palivizumab	0
Brontictuzumab	0
Nadecnemab	0
Lacnotuzumab	0
Refanezumab	0
Fresolimumab	0
Tanezumab	0
Trevogrumab	0
Tislelizumab	0
Relfovetmab	0
Suvratoxumab	0
Inezetamab_2	0
Pimivalimab	0
Dapirolizumab	0
Tregalizumab	0
Clivatuzumab	0
Ganitumab	0
Tilogotamab	0
Lecanemab	0
Cetrelimab	0
Ziltivekimab	0
Tidutamab_1	0
Voxalatamab_1	0
Parsatuzumab	0
Magrolimab	0
Sibeprenlimab	0
Tilvestamab	0
Itolizumab	0
Andecaliximab	0
Elranatamab_1	0
Mibavademab	0
Lorigerlimab_2	0
Vixtimotamab_2	0
Omburtamab	0
Rontalizumab	0
Obexelimab	0
Muromonab	0
Olinvacimab	0
Plamotamab_1	0
Ecleralimab	0
Befovacimab	0
Upanovimab	0
Fasinumab	0
Zeluvalimab	0
Alsevalimab	0
Intetumumab	0
Anetumab	0
Idarucizumab	0
Levilimab	0
Cevostamab_2	0
Lenzilumab	0
Lupartumab	0
Orticumab	0
Tusamitamab	0
Milatuzumab	0
Elgemtumab	0
Blinatumomab_1	0
Blontuvetmab	0
Pacanalotamab_1	0
Dilpacimab_1	0
Dezamizumab	0
Edrecolomab	0
Istiratumab_1	0
Ivicentamab_2	0
Alacizumab	0
Cixutumumab	0
Tovetumab	0
Brentuximab	0
Tifcemalimab	0
Unasnemab	0
Cevostamab_1	0
Ieramilimab	0
Birtamimab	0
Sudubrilimab	0
Pucotenlimab	0
Ezabenlimab	0
Tecaginlimab_1	0
Upifitamab	0
Anumigilimab	0
Ibritumomab	0
Tralokinumab	0
Alirocumab	0
Ozuriftamab	0
Lanadelumab	0
Sasanlimab	0
Derlotuximab	0
Alomfilimab	0
Tidutamab_2	0
Enapotamab	0
Inotuzumab	0
Bimekizumab	0
Durvalumab	0
Ansuvimab	0
Elranatamab_2	0
Abelacimab	0
Fianlimab	0
Drozitumab	0
Lenvervimab	0
Crizanlizumab	0
Cetuximab	0
Quilizumab	0
Etesevimab	0
Rosopatamab	0
Aprutumab	0
Bavituximab	0
Olaratumab	0
Zanidatamab_1	0
Secukinumab	0
Itepekimab	0
Brolucizumab	0
Amubarvimab	0
Ulenistamab	0
Mazorelvimab	0
Revdofilimab	0
Budigalimab	0
Bevacizumab	0
Patritumab	0
Conatumumab	0
Ogalvibart	0
Tildrakizumab	0
Latozinemab	0
Talacotuzumab	0
Azintuxizumab	0
Matuzumab	0
Vanucizumab_1	0
Utomilumab	0
Carlumab	0
Vibostolimab	0
Flanvotumab	0
Tibulizumab_2	0
Monalizumab	0
Lonigutamab	0
Enfortumab	0
Tarextumab	0
Sarilumab	0
Valanafusp	0
Netakimab	0
Pinatuzumab	0
Leronlimab	0
Ofatumumab	0
Ixekizumab	0
Lomtegovimab	0
Onvatilimab	0
Cabiralizumab	0
Plonmarlimab	0
Talquetamab_1	0
Vatelizumab	0
Pamrevlumab	0
Fontolizumab	0
Bezlotoxumab	0
Spesolimab	0
Opicinumab	0
Belimumab	0
Telazorlimab	0
Docaravimab	0
Vunakizumab	0
Sofituzumab	0
Tezepelumab	0
Bavunalimab_1	0
Eculizumab	0
Eramkafusp	0
Bexmarilimab	0
Retifanlimab	0
Bimagrumab	0
Bermekimab	0
Imaprelimab	0
Zagotenemab	0
Clesrovimab	0
Ipilimumab	0
Efungumab	0
Cofetuzumab	0
Tinurilimab	0
Osemitamab	0
Fezakinumab	0
Domagrozumab	0
Iscalimab	0
Semorinemab	0
Faricimab_2	0
Lexatumumab	0
Bleselumab	0
Penpulimab	0
Tafolecimab	0
Selicrelumab	0
