seq_name	label
EF589391	1
EF589550	1
EF589551	1
EF589552	1
EF589394	1
EF589554	1
EF589555	1
EF589557	1
EF589558	1
EF589559	1
EF589560	1
EF589561	1
EF589562	1
EF589563	1
EF589564	1
EF589565	1
EF589566	1
EF589567	1
EF589568	1
EF589569	1
EF589570	1
EF589571	1
EU599324	1
EU599326	1
EU599327	1
EU599328	1
EU599329	1
DQ240235	1
DQ240234	1
AY701649	1
EU599339	1
EU599338	1
EU599337	1
EU599336	1
EU599335	1
EU599334	1
EU599333	1
EU599332	1
EU599331	1
EU599322	1
EU599340	1
EU599341	1
EU599342	1
EU599343	1
EU599344	1
EU599345	1
EU599346	1
EU599347	1
EU599348	1
EU599349	1
EU599350	1
EU599351	1
EU599352	1
EU599354	1
EU599355	1
EU599356	1
EU599357	1
EU599358	1
EU599359	1
EU599360	1
EU599361	1
2CD0_A_2	1
1EK3_A_2	1
P01612	1
A42193_2	1
0610195A	1
AF490909	1
AF490933	1
AF490967	1
AF490966	1
AF490962	1
AF490958	1
AF490955	1
AF490953	1
AF490952	1
AF490949	1
AF490948	1
AF490947	1
AF490945	1
AF490941	1
AF490940	1
AF490939	1
AF490937	1
AF490935	1
AF490926	1
AF490925	1
AF490924	1
AF490922	1
AF490921	1
AF490920	1
AF490919	1
AF490918	1
AF490916	1
AF490913	1
AF490910	1
AF490907	1
AF115358	1
AF115357	1
AF115355	1
AF115354	1
AF115349	1
AF115347	1
AF054658	1
AF054649	1
AF054648	1
AF054641	1
AF490960	1
X64132	1
X64133	1
X64134	1
AF462689	1
AF462688	1
AF462687	1
AF462686	1
AF462685	1
AF462684	1
AF462683	1
AF462682	1
AF462680	1
AF462679	1
AF462678	1
AF462677	1
AF462675	1
AF462674	1
AF462673	1
AF462672	1
AF462671	1
AF462670	1
AF462668	1
AF462666	1
AF462664	1
AF462663	1
AF462661	1
AF462660	1
AF462659	1
AF462658	1
AF462657	1
AF462656	1
AF462655	1
AF462654	1
AF462653	1
AF462652	1
AF462651	1
AF462650	1
AF462649	1
AF462648	1
AF462647	1
AF462646	1
AF462644	1
AF462643	1
AF320844	1
AF320843	1
AF320841	1
AF124195	1
AF124194	1
AF124193	1
AF124192	1
AF124191	1
AF124189	1
AF124188	1
AF124186	1
AF124185	1
AF124184	1
AF124183	1
AF124181	1
AF124179	1
AF124178	1
AF124177	1
AF124175	1
AF124171	1
AF124167	1
AF124164	1
AF320839	1
AF320838	1
AF320837	1
AF320836	1
AF320835	1
AF320834	1
AF320833	1
AF320832	1
AF113887	1
AF127979	1
U31344	1
AF026933	1
AF026928	1
AF026927	1
AF026925	1
AF026924	1
AF026922	1
AF026932	1
AF026929	1
AF026926	1
AF026920	1
AF026919	1
AF026918	1
AF099676	1
P01709	1
1203309A	1
1002833A	1
P01721	1
P06888	1
S03876	1
05_135	1
99_059	1
99_144	1
00_003	1
00_004	1
00_137	1
01_023	1
01_043	1
01_061	1
01_093	1
01_146	1
04_054	1
04_135	1
05_009	1
05_098	1
05_109	1
05_086	1
05_121	1
05_133	1
06_080	1
06_082	1
06_085	1
06_106	1
06_107	1
06_129	1
07_127	1
07_125	1
06_097	1
05_151	1
01_031	1
04_046	1
AF127978	1
AF128428	1
AY701647	1
JF740063	1
JF740064	1
JF740065	1
JF740067	1
JF740068	1
JF740069	1
JF740070	1
JF740071	1
JF740073	1
JF740074	1
JF740075	1
JF740076	1
HQ172138	1
HQ172137	1
HQ172110	1
HQ172135	1
HQ172155	1
HQ172134	1
HQ172133	1
HQ172154	1
HQ172139	1
HQ172132	1
HQ172130	1
HQ172129	1
HQ172128	1
HQ172127	1
HQ172126	1
HQ172125	1
HQ172124	1
HQ172123	1
HQ172131	1
HQ172122	1
HQ172140	1
HQ172142	1
KU681087	1
KX290463	1
HQ172116	1
HQ172115	1
HQ172114	1
HQ172113	1
HQ172112	1
HQ172152	1
HQ172141	1
HQ172151	1
HQ172149	1
HQ172148	1
HQ172147	1
HQ172146	1
HQ172111	1
HQ172145	1
HQ172144	1
HQ172143	1
HQ172150	1
KC433671	1
HQ172121	1
HQ172119	1
MH986049	1
MH986046	1
MH986050	1
MH979647	1
MH794512	1
KY432418	1
HQ172120	1
MH986051	1
HQ172117	1
JF740072	1
AF490908	1
AF361758	1
MH996895	1
MH996893	1
MH996892	1
MH996890	1
MH996886	1
MH996885	1
MH996884	1
KY471432	1
KY471433	1
KY471434	1
5T93_A	1
21215335_ALlambda5	1
1JVK_A	1
28031465_lambdaAL1	1
10636846_BIF	1
21909811_AL_T13	1
EF710905	1
MH670901	1
KY471437	1
KY471436	1
KY471435	1
28295502_AL_ex11	1
21215335_ALkappa6	1
KY432416	1
FJ200244	1
J00248(L1)	1
AAC97098	1
AAC97099	1
AAC97100	1
AAC97101	1
AAD09377	1
BAN	1
HAC	1
NIE	1
X72813	1
COL	1
HOWE	1
A49134(LCDD)	1
LW	1
MCM(LCDD)	1
WIL2(MCN)	1
ABU90582	1
ABU90709	1
X93620	1
AAA79238	1
AAC97102	1
AAC97103	1
AAD09367	1
AAD29304	1
AAD29303	1
AM81	1
ARN	1
BRE	1
CRU	1
DEL2(AFS)	1
EPP	1
ES305	1
GRAV	1
GRI	1
HIG	1
MALF	1
MH	1
NIG96(AFS)	1
SMA2(MCN)	1
WAT(MCN)	1
ABU90626	1
ABU90662	1
ABU90578	1
ABU90609	1
ABU90674	1
ABU90546	1
ABU90652	1
ABU90570	1
ABU90572	1
ABU90697	1
X93627	1
AM107	1
AM113	1
AND	1
CHEB(AFS)	1
COZ	1
CRO	1
CRO2(MCN)	1
DRU(MCN)	1
MEV	1
MUM	1
TRE(AFS)	1
TRO2(AFS)	1
ABU90684	1
ABU90556	1
ABU90543	1
ABU90642	1
ABU90636	1
ABU90633	1
ABU90598	1
X93632	1
DRE	1
INC	1
NIC	1
TEW	1
X93638	1
AAD09376	1
AL700	1
LIGN(LCDD)	1
LONG	1
REV	1
SCI	1
SO124	1
X93640(B3)	1
1EK3_A_1	1
1LVE=LEN	1
AAD09378	1
P83593	1
BLU	1
BURN	1
CAB	1
FRA	1
KAL	1
REC	1
SMA	1
ABU90663	1
ABU90562	1
ABU90713	1
ABU90648	1
ABU90646	1
ABU90637	1
M30446(humlv114)	1
A29700	1
AAC97078	1
AIR	1
ALX	1
EPS	1
EZI	1
ZIM	1
Z22188(HUMLV1L1)	1
Cox	1
Mcph	1
Dia	1
Emm	1
Loc(MCN)	1
Nig51	1
Nig77	1
Pfu	1
A42193_1	1
AAC97079	1
AAC97080	1
AAC97081	1
AAC97082	1
AAD29289	1
AAD29290	1
ABU90651	1
ABU90658	1
ABU90681	1
ABU90708	1
ABU90545	1
ABU90657	1
ABU90559	1
ABU90664	1
ABU90635	1
ABU90693	1
ABU90715	1
ABU90617	1
ABU90619	1
ABU90601	1
ABU90692	1
ABU90589	1
ABU90597	1
ABU90571	1
Z22191	1
AAD09370	1
AAD29291	1
AAD29292	1
AAD29293	1
L1HUEP	1
Z22197	1
AAC97083	1
AAC97085	1
AAD29294	1
AAD33349	1
L2HUNG	1
JOHN	1
MC	1
NIG84	1
NOV	1
ABU90665	1
ABU90590	1
ABU90568	1
ABU90606	1
ABU90704	1
ABU90729	1
ABU90667	1
ABU90661	1
ABU90577	1
ABU90702	1
ABU90622	1
ABU90605	1
ABU90701	1
ABU90655	1
ABU90618	1
ABU90593	1
ABU90639	1
ABU90575	1
Z22208	1
AAC97087	1
AAD09368	1
AAD09369	1
AAD09374	1
AAD29296	1
AAD29297	1
CLE(MCN)	1
DOD	1
DOY	1
NIG68(AFS)	1
NIG95	1
WHIT	1
ABU90588	1
ABU90608	1
ABU90682	1
ABU90710	1
ABU90723	1
ABU90691	1
ABU90615	1
ABU90558	1
ABU90656	1
ABU90630	1
ABU90563	1
ABU90685	1
ABU90669	1
ABU90561	1
ABU90679	1
ABU90677	1
ABU90566	1
ABU90732	1
ABU90624	1
ABU90607	1
ABU90595	1
ABU90553	1
Z73673	1
1CD0_A	1
2CD0_A_1	1
AAC97090	1
AAC97091	1
AAC97092	1
AAC97093	1
AAC97094	1
AAC97095	1
AAC97096	1
AAD28579	1
AAD29298	1
AAD29299	1
AAD29300	1
AAD29301	1
AAK58585	1
AAK58586	1
AAK58587	1
L6HUAR	1
L6HULT	1
CROS	1
GARN	1
GIO	1
JONE	1
K11	1
MAL2	1
QUI	1
RUD	1
SUT	1
THO	1
WILD	1
WIND	1
ABU90621	1
ABU90596	1
ABU90698	1
ABU90706	1
ABU90711	1
ABU90695	1
ABU90714	1
ABU90689	1
ABU90576	1
ABU90565	1
ABU90612	1
ABU90587	1
ABU90551	1
ABU90567	1
Abagovomab	0
Abciximab	0
Abelacimab	0
Abituzumab	0
Abrezekimab	0
Abrilumab	0
Acrixolimab	0
Actoxumab	0
Adalimumab	0
Adebrelimab	0
Adintrevimab	0
Aducanumab	0
Afasevikumab	0
Alacizumab	0
Alemtuzumab	0
Alirocumab	0
Alomfilimab	0
Alsevalimab	0
Amatuximab	0
Amlitelimab	0
Amubarvimab	0
Andecaliximab	0
Anetumab	0
Anifrolumab	0
Anivovetmab	0
Anrukinzumab	0
Ansuvimab	0
Anumigilimab	0
Apamistamab	0
Apitegromab	0
Aprutumab	0
Ascrinvacumab	0
Astegolimab	0
Atezolizumab	0
Atibuclimab	0
Atidortoxumab	0
Atinumab	0
Atoltivimab	0
Avdoralimab	0
Avelumab	0
Avizakimab	0
Axatilimab	0
Azintuxizumab	0
Balstilimab	0
Bamlanivimab	0
Bapineuzumab	0
Bapotulimab	0
Barecetamab	0
Barzolvolimab	0
Basiliximab	0
Batoclimab	0
Bavituximab	0
Bebtelovimab	0
Bedinvetmab	0
Befovacimab	0
Begelomab	0
Belantamab	0
Belimumab	0
Beludavimab	0
Bemarituzumab	0
Benralizumab	0
Bentracimab	0
Benufutamab	0
Bepranemab	0
Berlimatoxumab	0
Bermekimab	0
Bersanlimab	0
Betifisolimab	0
Bevacizumab	0
Bexmarilimab	0
Bezlotoxumab	0
Bifikafusp	0
Bimagrumab	0
Bimekizumab	0
Bleselumab	0
Blontuvetmab	0
Blosozumab	0
Bococizumab	0
Botensilimab	0
Brazikumab	0
Brentuximab	0
Briakinumab	0
Briquilimab	0
Brodalumab	0
Brolucizumab	0
Brontictuzumab	0
Budigalimab	0
Burfiralimab	0
Burosumab	0
Cabiralizumab	0
Camidanlumab	0
Camoteskimab	0
Camrelizumab	0
Canakinumab	0
Cantuzumab	0
Carlumab	0
Carotuximab	0
Cemiplimab	0
Cendakimab	0
Cergutuzumab	0
Certolizumab	0
Cetrelimab	0
Cetuximab	0
Cifurtilimab	0
Cilgavimab	0
Cinpanemab	0
Cirevetmab	0
Citatuzumab	0
Cixutumumab	0
Clazakizumab	0
Clervonafusp	0
Clesrovimab	0
Clivatuzumab	0
Cobolimab	0
Codrituzumab	0
Cofetuzumab	0
Coltuximab	0
Conatumumab	0
Concizumab	0
Coprelotamab	0
Cosfroviximab	0
Cosibelimab	0
Crefmirlimab	0
Crenezumab	0
Crizanlizumab	0
Crotedumab	0
Crovalimab	0
Cudarolimab	0
Cusatuzumab	0
Daclizumab	0
Dafsolimab	0
Dalotuzumab	0
Dalutrafusp	0
Dapirolizumab	0
Datopotamab	0
Daxdilimab	0
Dectrekumab	0
Demcizumab	0
Demupitamab	0
Denintuzumab	0
Denosumab	0
Depatuxizumab	0
Depemokimab	0
Derlotuximab	0
Dinutuximab	0
Diridavumab	0
Disitamab	0
Divozilimab	0
Docaravimab	0
Domagrozumab	0
Domvanalimab	0
Donanemab	0
Dostarlimab	0
Dovanvetmab	0
Dresbuxelimab	0
Drozitumab	0
Duligotuzumab	0
Dupilumab	0
Durvalumab	0
Dusigitumab	0
Ebdarokimab	0
Eblasakimab	0
Ebronucimab	0
Ecleralimab	0
Eculizumab	0
Edrecolomab	0
Efalizumab	0
Efungumab	0
Eldelumab	0
Elezanumab	0
Elgemtumab	0
Elipovimab	0
Elotuzumab	0
Emactuzumab	0
Emapalumab	0
Emibetuzumab	0
Enapotamab	0
Enavatuzumab	0
Encelimab	0
Enfortumab	0
Enibarcimab	0
Enoblituzumab	0
Enokizumab	0
Enoticumab	0
Ensituximab	0
Ensomafusp	0
Enuzovimab	0
Epratuzumab	0
Eptinezumab	0
Eramkafusp	0
Erenumab	0
Etaracizumab	0
Etesevimab	0
Etigilimab	0
Etokimab	0
Etrolizumab	0
Evinacumab	0
Evolocumab	0
Exidavnemab	0
Ezabenlimab	0
Farletuzumab	0
Fasinumab	0
Favezelimab	0
Feladilimab	0
Felzartamab	0
Fezakinumab	0
Fianlimab	0
Ficlatuzumab	0
Figitumumab	0
Finotonlimab	0
Firivumab	0
Fiztasovimab	0
Flanvotumab	0
Fletikumab	0
Fontolizumab	0
Foralumab	0
Foravirumab	0
Fremanezumab	0
Fresolimumab	0
Frexalimab	0
Frovocimab	0
Frunevetmab	0
Futuximab	0
Galcanezumab	0
Galegenimab	0
Galiximab	0
Gancotamab	0
Ganitumab	0
Gantenerumab	0
Garadacimab	0
Garetosmab	0
Garivulimab	0
Gatipotuzumab	0
Gatralimab	0
Gedivumab	0
Gemtuzumab	0
Geptanolimab	0
Gevokizumab	0
Giloralimab	0
Gilvetmab	0
Gimsilumab	0
Ginisortamab	0
Girentuximab	0
Glembatumumab	0
Glenzocimab	0
Golimumab	0
Golocdacimab	0
Gosuranemab	0
Grisnilimab	0
Gumokimab	0
Guselkumab	0
Ianalumab	0
Ibalizumab	0
Ibritumomab	0
Icrucumab	0
Idactamab	0
Idarucizumab	0
Ieramilimab	0
Ifabotuzumab	0
Ifinatamab	0
Iladatuzumab	0
Imalumab	0
Imaprelimab	0
Imgatuzumab	0
Imsidolimab	0
Inclacumab	0
Indatuximab	0
Indusatumab	0
Inebilizumab	0
Infliximab	0
Inotuzumab	0
Intetumumab	0
Iparomlimab	0
Ipilimumab	0
Iratumumab	0
Isatuximab	0
Iscalimab	0
Itepekimab	0
Itolizumab	0
Ivuxolimab	0
Ixekizumab	0
Izenivetmab	0
Labetuzumab	0
Lacnotuzumab	0
Lacutamab	0
Ladiratuzumab	0
Lanadelumab	0
Landogrozumab	0
Laprituximab	0
Larcaviximab	0
Latikafusp	0
Latozinemab	0
Lebrikizumab	0
Lecanemab	0
Lemzoparlimab	0
Lenvervimab	0
Lenzilumab	0
Lepunafusp	0
Leronlimab	0
Lesabelimab	0
Lesofavumab	0
Letaplimab	0
Levilimab	0
Lexatumumab	0
Licaminlimab	0
Lifastuzumab	0
Ligelizumab	0
Ligufalimab	0
Lilotomab	0
Lintuzumab	0
Lirentelimab	0
Lirilumab	0
Litifilimab	0
Livmoniplimab	0
Lodapolimab	0
Lodelcizumab	0
Lokivetmab	0
Lomtegovimab	0
Loncastuximab	0
Lonigutamab	0
Lorukafusp	0
Lorvotuzumab	0
Lulizumab	0
Lumiliximab	0
Lumretuzumab	0
Lupartumab	0
Lusvertikimab	0
Maftivimab	0
Magrolimab	0
Manelimab	0
Manfidokimab	0
Margetuximab	0
Marstacimab	0
Masavibart	0
Matuzumab	0
Mavrilimumab	0
Mazorelvimab	0
Mecbotamab	0
Melredableukin	0
Melrilimab	0
Mezagitamab	0
Mibavademab	0
Milatuzumab	0
Mipasetamab	0
Miptenalimab	0
Mirikizumab	0
Miromavimab	0
Mirvetuximab	0
Mirzotamab	0
Mitazalimab	0
Modakafusp	0
Modotuximab	0
Mogamulizumab	0
Monalizumab	0
Motavizumab	0
Moxetumomab	0
Murlentamab	0
Mupadolimab	0
Muromonab	0
Nadecnemab	0
Nadunolimab	0
Namilumab	0
Naptumomab	0
Naratuximab	0
Narnatumab	0
Narsoplimab	0
Natalizumab	0
Navivumab	0
Naxitamab	0
Necitumumab	0
Nemolizumab	0
Nepuvibart	0
Nesvacumab	0
Netakimab	0
Nimacimab	0
Nimotuzumab	0
Nipocalimab	0
Nirsevimab	0
Nivolumab	0
Nofazinlimab	0
Obexelimab	0
Obiltoxaximab	0
Obinutuzumab	0
Ocaratuzumab	0
Ociperlimab	0
Ocrelizumab	0
Odesivimab	0
Ofatumumab	0
Ogalvibart	0
Olaratumab	0
Oleclumab	0
Olendalizumab	0
Olinvacimab	0
Olokizumab	0
Omalizumab	0
Omburtamab	0
Omodenbamab	0
Onartuzumab	0
Ongericimab	0
Ontamalimab	0
Ontuxizumab	0
Onvatilimab	0
Opicinumab	0
Opucolimab	0
Ordesekimab	0
Orilanolimab	0
Ormutivimab	0
Orticumab	0
Osemitamab	0
Osocimab	0
Otelixizumab	0
Otilimab	0
Otlertuzumab	0
Oxelumab	0
Ozanezumab	0
Ozuriftamab	0
Pacmilimab	0
Palivizumab	0
Pamrevlumab	0
Panitumumab	0
Panobacumab	0
Paridiprubart	0
Parsatuzumab	0
Pateclizumab	0
Patritumab	0
Pelgifatamab	0
Pembrolizumab	0
Penpulimab	0
Pepinemab	0
Perakizumab	0
Peresolimab	0
Pertuzumab	0
Pidilizumab	0
Pimivalimab	0
Pimurutamab	0
Pinatuzumab	0
Pivekimab	0
Placulumab	0
Plozalizumab	0
Ponsegromab	0
Posdinemab	0
Porgaviximab	0
Plonmarlimab	0
Plutavimab	0
Praluzatamab	0
Prasinezumab	0
Prezalumab	0
Pritoxaximab	0
Prolgolimab	0
Pucotenlimab	0
Pulocimab	0
Quavonlimab	0
Quetmolimab	0
Quilizumab	0
Quisovalimab	0
Racotumomab	0
Ragifilimab	0
Ralpancizumab	0
Ramucirumab	0
Ranevetmab	0
Ranibizumab	0
Ravagalimab	0
Recaticimab	0
Refanezumab	0
Regdanvimab	0
Relatlimab	0
Relfovetmab	0
Reslizumab	0
Retifanlimab	0
Revdofilimab	0
Rilotumumab	0
Rinucumab	0
Risankizumab	0
Rivabazumab	0
Robatumumab	0
Rocatinlimab	0
Roledumab	0
Rolinsatamab	0
Romlusevimab	0
Romosozumab	0
Rontalizumab	0
Rosmantuzumab	0
Rosnilimab	0
Rosopatamab	0
Rovalpituzumab	0
Rozanolixizumab	0
Rulonilimab	0
Ruplizumab	0
Sabatolimab	0
Sacituzumab	0
Samalizumab	0
Samrotamab	0
Sarilumab	0
Sasanlimab	0
Satralizumab	0
Secukinumab	0
Selicrelumab	0
Semorinemab	0
Semzuvolimab	0
Seribantumab	0
Serplulimab	0
Setoxaximab	0
Setrusumab	0
Sibeprenlimab	0
Sifalimumab	0
Siltuximab	0
Simlukafusp	0
Simtuzumab	0
Sintilimab	0
Sirexatamab	0
Sirtratumab	0
Sirukumab	0
Socazolimab	0
Sofituzumab	0
Solanezumab	0
Sotigalimab	0
Sotevtamab	0
Spartalizumab	0
Spesolimab	0
Suciraslimab	0
Sudubrilimab	0
Sugemalimab	0
Suptavumab	0
Surzebiclimab	0
Sutimlimab	0
Suvizumab	0
Suvratoxumab	0
Tabalumab	0
Tabituximab	0
Tadocizumab	0
Tafolecimab	0
Tagitanlimab	0
Talacotuzumab	0
Tamgiblimab	0
Tamrintamab	0
Tamtuvetmab	0
Tanezumab	0
Tarextumab	0
Tavolimab	0
Tebentafusp	0
Telazorlimab	0
Telisotuzumab	0
Temelimab	0
Tenatumomab	0
Teplizumab	0
Teprotumumab	0
Teropavimab	0
Tesidolumab	0
Tezepelumab	0
Tifcemalimab	0
Tigatuzumab	0
Tilavonemab	0
Tildrakizumab	0
Tilogotamab	0
Tilvestamab	0
Timolumab	0
Tinurilimab	0
Tiragolumab	0
Tirnovetmab	0
Tislelizumab	0
Tisotumab	0
Tixagevimab	0
Tocilizumab	0
Tomaralimab	0
Toripalimab	0
Torudokimab	0
Tosatoxumab	0
Tovetumab	0
Tozorakimab	0
Tralokinumab	0
Tregalizumab	0
Tremelimumab	0
Trevogrumab	0
Trinbelimab	0
Tusamitamab	0
Tuvonralimab	0
Ublituximab	0
Ulenistamab	0
Uliledlimab	0
Ulocuplumab	0
Unasnemab	0
Upanovimab	0
Upifitamab	0
Urabrelimab	0
Urelumab	0
Ustekinumab	0
Utomilumab	0
Vadastuximab	0
Valanafusp	0
Vandortuzumab	0
Vantictumab	0
Varisacumab	0
Varlilumab	0
Vatelizumab	0
Vedolizumab	0
Veltuzumab	0
Vesencumab	0
Vibostolimab	0
Vilobelimab	0
Visilizumab	0
Visugromab	0
Vixarelimab	0
Vobramitamab	0
Vofatamab	0
Volagidemab	0
Vonlerolizumab	0
Vopratelimab	0
Vorsetuzumab	0
Vulinacimab	0
Vunakizumab	0
Xeligekimab	0
Xentuzumab	0
Zagotenemab	0
Zalutumumab	0
Zamerovimab	0
Zampilimab	0
Zanolimumab	0
Zansecimab	0
Zelminemab	0
Zeluvalimab	0
Ziltivekimab	0
Zilovertamab	0
Zimberelimab	0
Zinlirvimab	0
Zolbetuximab	0
Zuberitamab	0
Anselamimab	0
Birtamimab	0
Daratumumab	0
Dezamizumab	0
Ponezumab	0
Acapatamab_1	0
Acasunlimab_1	0
Alnuctamab_1	0
Bavunalimab_1	0
Blinatumomab_1	0
Cadonilimab_1	0
Cevostamab_1	0
Dilpacimab_1	0
Duvortuxizumab_1	0
Elranatamab_1	0
Eluvixtamab_1	0
Emerfetamab_1	0
Emicizumab_1	0
Emirodatamab_1	0
Epcoritamab_1	0
Etevritamab_1	0
Fazpilodemab_1	0
Fidasimtamab_1	0
Flotetuzumab_1	0
Glofitamab_1	0
Gremubamab_1	0
Gresonitamab_1	0
Inezetamab_1	0
Istiratumab_1	0
Ivicentamab_1	0
Izuralimab_1	0
Lorigerlimab_1	0
Lutikizumab_1	0
Mosunetuzumab_1	0
Odronextamab_1	0
Pacanalotamab_1	0
Pasotuxizumab_1	0
Pavurutamab_1	0
Petosemtamab_1	0
Plamotamab_1	0
Romilkimab_1	0
Solitomab_1	0
Talquetamab_1	0
Tarlatamab_1	0
Tecaginlimab_1	0
Teclistamab_1	0
Tidutamab_1	0
Ubamatamab_1	0
Vanucizumab_1	0
Vepsitamab_1	0
Vibecotamab_1	0
Vixtimotamab_1	0
Voxalatamab_1	0
Vudalimab_1	0
Zanidatamab_1	0
Acapatamab_2	0
Acasunlimab_2	0
Amivantamab_2	0
Bafisontamab_2	0
Bavunalimab_2	0
Blinatumomab_2	0
Cadonilimab_2	0
Cevostamab_2	0
Duvortuxizumab_2	0
Elranatamab_2	0
Faricimab_2	0
Fazpilodemab_2	0
Gremubamab_2	0
Inezetamab_2	0
Istiratumab_2	0
Ivicentamab_2	0
Izalontamab_2	0
Izuralimab_2	0
Lorigerlimab_2	0
Nivatrotamab_2	0
Plamotamab_2	0
Remtolumab_2	0
Romilkimab_2	0
Solitomab_2	0
Talquetamab_2	0
Tebotelimab_2	0
Tibulizumab_2	0
Tidutamab_2	0
Trontinemab_2	0
Vixtimotamab_2	0
Imvotamab_2	0
